epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
262,1209.09,0.3103,0.28728,0.35044,0.85414,0.90715,0.95024,0.95764,0.93225,0.90715,0.95024,0.95764,0.94244,0.28447,0.2235,0.81349,0.84448,0.00118284,0.00118284,0.00118284
263,1213.69,0.3218,0.28583,0.35664,0.86787,0.91993,0.94163,0.97425,0.95419,0.91993,0.94163,0.97425,0.95562,0.27172,0.23269,0.81416,0.83709,0.0011819,0.0011819,0.0011819
264,1218.32,0.31921,0.31183,0.33917,0.85908,0.92802,0.94358,0.98292,0.96232,0.92802,0.94358,0.98292,0.96411,0.24462,0.2173,0.78049,0.82159,0.00118095,0.00118095,0.00118095
265,1222.93,0.31674,0.29556,0.36527,0.85939,0.88273,0.93333,0.97273,0.95488,0.88273,0.93333,0.97273,0.94849,0.24181,0.2304,0.86209,0.81669,0.00118001,0.00118001,0.00118001
266,1227.53,0.28397,0.27566,0.31797,0.84714,0.86467,0.94268,0.97236,0.9493,0.86467,0.94268,0.97236,0.94809,0.24347,0.2187,0.96013,0.82398,0.00117907,0.00117907,0.00117907
267,1232.14,0.30202,0.30071,0.333,0.84673,0.86198,0.96286,0.95477,0.92766,0.86198,0.96286,0.95477,0.93243,0.23699,0.2112,1.02927,0.82577,0.00117812,0.00117812,0.00117812
268,1236.74,0.32599,0.31646,0.34459,0.86728,0.89781,0.93298,0.94756,0.92733,0.89781,0.93298,0.94756,0.91901,0.26883,0.24571,0.89139,0.83138,0.00117718,0.00117718,0.00117718
269,1241.35,0.28273,0.28478,0.31836,0.83503,0.89421,0.91667,0.95537,0.93646,0.89421,0.91667,0.95537,0.9399,0.21755,0.22886,0.77139,0.82265,0.00117624,0.00117624,0.00117624
270,1245.96,0.27688,0.28894,0.34451,0.84416,0.85444,0.84873,0.96116,0.94569,0.85444,0.84873,0.96116,0.93998,0.2343,0.2274,1.22627,0.82809,0.0011753,0.0011753,0.0011753
271,1250.57,0.29856,0.28729,0.34744,0.86241,0.89825,0.92161,0.96963,0.95822,0.89825,0.92161,0.96963,0.94583,0.2159,0.23344,0.78316,0.82094,0.00117435,0.00117435,0.00117435
272,1255.17,0.28919,0.28239,0.34068,0.85317,0.855,0.98333,0.97113,0.95484,0.855,0.98333,0.97113,0.94974,0.24201,0.26681,0.84593,0.83,0.00117341,0.00117341,0.00117341
273,1259.77,0.30678,0.28245,0.35374,0.85862,0.9072,0.93154,0.96625,0.94788,0.9072,0.93154,0.96625,0.94156,0.26226,0.24076,1.1265,0.83242,0.00117247,0.00117247,0.00117247
274,1264.36,0.29587,0.28255,0.34277,0.84866,0.89551,0.93826,0.9684,0.94592,0.89551,0.93826,0.9684,0.94606,0.25293,0.22881,0.82726,0.83278,0.00117152,0.00117152,0.00117152
275,1268.96,0.28728,0.26597,0.3279,0.85883,0.89865,0.92166,0.96488,0.95163,0.89865,0.92166,0.96488,0.94743,0.22818,0.24131,0.88772,0.82676,0.00117058,0.00117058,0.00117058
276,1273.56,0.28399,0.28471,0.32451,0.84764,0.90146,0.97326,0.97205,0.95819,0.90146,0.97326,0.97205,0.95478,0.22865,0.22008,0.88862,0.82097,0.00116964,0.00116964,0.00116964
277,1278.18,0.29319,0.28876,0.33266,0.85865,0.92726,0.94556,0.97119,0.95254,0.92726,0.94556,0.97119,0.94772,0.25836,0.23388,0.73675,0.8274,0.00116869,0.00116869,0.00116869
278,1282.77,0.29705,0.29464,0.34682,0.85133,0.93729,0.9478,0.97345,0.95588,0.93729,0.9478,0.97345,0.9503,0.28951,0.24651,0.72082,0.84362,0.00116775,0.00116775,0.00116775
279,1287.38,0.28961,0.28019,0.32449,0.84758,0.93656,0.92587,0.98639,0.9714,0.93656,0.92587,0.98639,0.96373,0.23884,0.21812,0.77322,0.82747,0.00116681,0.00116681,0.00116681
280,1292,0.28022,0.27677,0.34052,0.83961,0.88319,0.956,0.97412,0.95481,0.88319,0.956,0.97412,0.94726,0.27695,0.22545,0.83433,0.83749,0.00116586,0.00116586,0.00116586
281,1296.61,0.29429,0.26077,0.33219,0.84283,0.90195,0.96143,0.9774,0.96581,0.90195,0.96143,0.9774,0.96085,0.23471,0.21629,0.81179,0.82256,0.00116492,0.00116492,0.00116492
282,1301.22,0.27649,0.26628,0.3194,0.84086,0.89236,0.95,0.96109,0.94567,0.89236,0.95,0.96109,0.9418,0.25801,0.23537,1.12066,0.82965,0.00116398,0.00116398,0.00116398
283,1305.82,0.28262,0.27864,0.31856,0.84302,0.88075,0.93333,0.96584,0.9342,0.88075,0.93333,0.96584,0.94936,0.28969,0.21873,1.04058,0.85288,0.00116303,0.00116303,0.00116303
284,1310.41,0.31394,0.27865,0.33596,0.86798,0.8954,0.90417,0.97518,0.94817,0.8954,0.90417,0.97518,0.94536,0.30427,0.23159,1.04998,0.84773,0.00116209,0.00116209,0.00116209
285,1315.02,0.29757,0.28018,0.35913,0.84836,0.91192,0.96885,0.96139,0.94947,0.91192,0.96885,0.96139,0.9408,0.24191,0.21581,0.88982,0.8273,0.00116115,0.00116115,0.00116115
286,1319.63,0.29926,0.26813,0.33014,0.8352,0.90444,0.96667,0.9484,0.93971,0.90444,0.96667,0.9484,0.93107,0.23768,0.22178,1.0169,0.8279,0.00116021,0.00116021,0.00116021
287,1324.23,0.28225,0.26811,0.34859,0.84674,0.90932,0.93333,0.97191,0.96303,0.90932,0.93333,0.97191,0.94977,0.23433,0.20695,0.78266,0.8246,0.00115926,0.00115926,0.00115926
288,1328.85,0.28056,0.28218,0.31947,0.86395,0.88998,0.90942,0.96094,0.94829,0.88998,0.90942,0.96094,0.93673,0.22492,0.21723,1.11116,0.82113,0.00115832,0.00115832,0.00115832
289,1333.46,0.28521,0.29301,0.32911,0.85697,0.90883,0.93333,0.94795,0.93962,0.90883,0.93333,0.94795,0.92591,0.22912,0.26969,1.00896,0.81426,0.00115738,0.00115738,0.00115738
290,1338.06,0.26697,0.26578,0.33507,0.84068,0.91816,0.95,0.95828,0.94902,0.91816,0.95,0.95828,0.93993,0.22144,0.26214,0.92254,0.8226,0.00115643,0.00115643,0.00115643
291,1342.66,0.29115,0.28372,0.34208,0.85498,0.90279,0.90077,0.9633,0.95151,0.90279,0.90077,0.9633,0.94215,0.25849,0.25653,1.08672,0.83544,0.00115549,0.00115549,0.00115549
292,1347.25,0.27549,0.26508,0.32644,0.84917,0.89107,0.88853,0.96578,0.95817,0.89107,0.88853,0.96578,0.94619,0.22073,0.20427,1.12259,0.82046,0.00115455,0.00115455,0.00115455
293,1351.84,0.28067,0.27051,0.39199,0.85527,0.85197,0.96667,0.97179,0.95907,0.85197,0.96667,0.97179,0.95489,0.22391,0.20816,0.91169,0.82071,0.0011536,0.0011536,0.0011536
294,1356.47,0.30957,0.28933,0.36743,0.86758,0.86987,0.9655,0.96617,0.95688,0.86987,0.9655,0.96617,0.94683,0.23109,0.21871,0.72367,0.8182,0.00115266,0.00115266,0.00115266
295,1361.09,0.29066,0.27092,0.33276,0.85787,0.92738,0.98164,0.96662,0.93928,0.92738,0.98164,0.96662,0.94012,0.26353,0.24549,0.90454,0.83178,0.00115172,0.00115172,0.00115172
296,1365.71,0.29172,0.26969,0.34771,0.85043,0.91579,0.94248,0.95792,0.94615,0.91579,0.94248,0.95792,0.93648,0.25111,0.26733,0.91397,0.83277,0.00115077,0.00115077,0.00115077
297,1370.32,0.30961,0.27935,0.35365,0.85642,0.91088,0.91889,0.96938,0.94155,0.91088,0.91889,0.96938,0.94002,0.30514,0.27602,0.89762,0.85243,0.00114983,0.00114983,0.00114983
298,1374.93,0.27882,0.27097,0.31536,0.82503,0.89496,0.9393,0.97259,0.95921,0.89496,0.9393,0.97259,0.95467,0.2382,0.21977,0.96719,0.82544,0.00114889,0.00114889,0.00114889
299,1379.53,0.28163,0.28396,0.35077,0.87048,0.89181,0.97005,0.96766,0.96315,0.89181,0.97005,0.96766,0.94358,0.22163,0.22092,1.11724,0.8181,0.00114794,0.00114794,0.00114794
300,1384.14,0.29192,0.29388,0.32465,0.85865,0.92262,0.98842,0.95111,0.94386,0.92262,0.98842,0.95111,0.92922,0.23517,0.23169,0.94163,0.82297,0.001147,0.001147,0.001147
301,1388.75,0.27537,0.26599,0.30562,0.8471,0.90387,0.96964,0.97596,0.96326,0.90387,0.96964,0.97596,0.95657,0.25072,0.23801,0.99082,0.82458,0.00114606,0.00114606,0.00114606
302,1393.36,0.28443,0.26902,0.32804,0.84115,0.94371,0.90773,0.98382,0.95543,0.94371,0.90773,0.98382,0.95617,0.28807,0.24552,0.87847,0.85895,0.00114511,0.00114511,0.00114511
303,1397.97,0.28601,0.25253,0.32643,0.84615,0.92897,0.93537,0.98768,0.97015,0.92897,0.93537,0.98768,0.96824,0.25298,0.23906,0.91102,0.84835,0.00114417,0.00114417,0.00114417
304,1402.58,0.28596,0.25376,0.32846,0.8545,0.94515,0.93562,0.98559,0.9703,0.94515,0.93562,0.98559,0.95971,0.24693,0.24103,0.76779,0.83911,0.00114323,0.00114323,0.00114323
305,1407.19,0.29964,0.26917,0.31222,0.86844,0.92922,0.95,0.98157,0.96308,0.92922,0.95,0.98157,0.9634,0.283,0.23662,0.90244,0.85633,0.00114229,0.00114229,0.00114229
306,1411.8,0.29709,0.30629,0.3678,0.86235,0.84869,0.91778,0.96669,0.94991,0.84869,0.91778,0.96669,0.94573,0.25057,0.24112,1.09469,0.84435,0.00114134,0.00114134,0.00114134
307,1416.4,0.29253,0.29701,0.33474,0.84722,0.91105,0.92027,0.95705,0.93354,0.91105,0.92027,0.95705,0.93317,0.2516,0.23415,0.92747,0.8425,0.0011404,0.0011404,0.0011404
308,1421,0.3056,0.28166,0.32784,0.85643,0.9257,0.93204,0.96051,0.94039,0.9257,0.93204,0.96051,0.94684,0.25752,0.23163,1.00388,0.84305,0.00113946,0.00113946,0.00113946
309,1425.62,0.31529,0.28336,0.35015,0.86487,0.92947,0.93333,0.97435,0.95597,0.92947,0.93333,0.97435,0.95669,0.24173,0.23111,0.88213,0.83266,0.00113851,0.00113851,0.00113851
310,1430.22,0.27331,0.26639,0.30173,0.84733,0.895,1,0.9762,0.95773,0.895,1,0.9762,0.95879,0.23851,0.23301,0.85551,0.83194,0.00113757,0.00113757,0.00113757
311,1434.81,0.30464,0.27436,0.32651,0.86177,0.92571,0.9,0.97755,0.96032,0.92571,0.9,0.97755,0.95184,0.23961,0.23414,0.73908,0.82455,0.00113663,0.00113663,0.00113663
312,1439.38,0.297,0.2901,0.35649,0.84874,0.89802,0.8594,0.97238,0.94911,0.89802,0.8594,0.97238,0.94724,0.23977,0.21882,0.93359,0.83465,0.00113568,0.00113568,0.00113568
313,1443.98,0.28063,0.28281,0.32985,0.86391,0.91144,0.95,0.96458,0.95827,0.91144,0.95,0.96458,0.94477,0.22042,0.21544,1.05502,0.81693,0.00113474,0.00113474,0.00113474
314,1448.59,0.27496,0.27114,0.30494,0.83828,0.91217,0.93333,0.97265,0.9581,0.91217,0.93333,0.97265,0.94559,0.23022,0.21866,1.30385,0.81866,0.0011338,0.0011338,0.0011338
315,1453.2,0.30863,0.27419,0.32091,0.86495,0.93763,0.9493,0.98148,0.96711,0.93763,0.9493,0.98148,0.97082,0.2182,0.20512,0.82201,0.82266,0.00113285,0.00113285,0.00113285
316,1457.8,0.28545,0.27301,0.34736,0.85353,0.9433,0.98197,0.98616,0.96887,0.9433,0.98197,0.98616,0.9676,0.24084,0.21213,0.68111,0.82216,0.00113191,0.00113191,0.00113191
317,1462.41,0.28687,0.27756,0.31589,0.85771,0.93642,0.95777,0.98299,0.96694,0.93642,0.95777,0.98299,0.96577,0.23249,0.21547,0.92779,0.82192,0.00113097,0.00113097,0.00113097
318,1467.01,0.29331,0.26354,0.33658,0.85741,0.9082,0.93333,0.97368,0.94646,0.9082,0.93333,0.97368,0.96233,0.27683,0.24647,0.82956,0.84648,0.00113002,0.00113002,0.00113002
319,1471.61,0.28392,0.26037,0.30056,0.86045,0.90999,0.94785,0.96379,0.93756,0.90999,0.94785,0.96379,0.93514,0.26108,0.25601,0.98231,0.83926,0.00112908,0.00112908,0.00112908
320,1476.21,0.27967,0.27644,0.30386,0.85974,0.86412,1,0.95187,0.9386,0.86412,1,0.95187,0.93202,0.2493,0.21919,1.07649,0.8263,0.00112814,0.00112814,0.00112814
321,1480.81,0.29003,0.27621,0.31952,0.83939,0.88375,0.99049,0.96073,0.94695,0.88375,0.99049,0.96073,0.94599,0.25139,0.22313,1.03302,0.82976,0.0011272,0.0011272,0.0011272
322,1485.41,0.29311,0.27075,0.35,0.8545,0.90917,0.95,0.97912,0.95963,0.90917,0.95,0.97912,0.95978,0.23359,0.23211,0.7977,0.82582,0.00112625,0.00112625,0.00112625
323,1490.01,0.2732,0.25452,0.32969,0.85205,0.8225,0.98473,0.97713,0.96048,0.8225,0.98473,0.97713,0.96136,0.22949,0.24033,0.94638,0.82081,0.00112531,0.00112531,0.00112531
324,1494.63,0.29279,0.28401,0.33716,0.85761,0.86274,0.9968,0.95239,0.94056,0.86274,0.9968,0.95239,0.93708,0.20687,0.22825,0.92948,0.80966,0.00112437,0.00112437,0.00112437
325,1499.24,0.27643,0.27703,0.29946,0.83475,0.90432,0.94213,0.94513,0.92878,0.90432,0.94213,0.94513,0.92979,0.23924,0.22922,1.13083,0.82014,0.00112342,0.00112342,0.00112342
326,1503.85,0.29042,0.26855,0.29803,0.84064,0.9208,0.96632,0.96762,0.95435,0.9208,0.96632,0.96762,0.95061,0.23726,0.22624,1.068,0.82214,0.00112248,0.00112248,0.00112248
327,1508.46,0.28272,0.26878,0.3336,0.85567,0.87625,0.95383,0.96353,0.94838,0.87625,0.95383,0.96353,0.94931,0.2238,0.23799,1.02671,0.81911,0.00112154,0.00112154,0.00112154
328,1513.08,0.2824,0.27898,0.3191,0.84791,0.89795,0.925,0.9763,0.95909,0.89795,0.925,0.9763,0.95714,0.23922,0.22823,0.73921,0.82791,0.00112059,0.00112059,0.00112059
329,1517.67,0.27572,0.26729,0.32458,0.84005,0.90762,0.92083,0.97219,0.94908,0.90762,0.92083,0.97219,0.95745,0.2576,0.22246,1.03562,0.83358,0.00111965,0.00111965,0.00111965
330,1522.28,0.26246,0.24172,0.29007,0.84227,0.90019,0.88822,0.95694,0.93656,0.90019,0.88822,0.95694,0.93493,0.27017,0.21308,1.37244,0.83504,0.00111871,0.00111871,0.00111871
331,1526.88,0.29456,0.283,0.30027,0.86102,0.93511,0.90026,0.96827,0.95023,0.93511,0.90026,0.96827,0.9553,0.23873,0.23023,1.53743,0.82429,0.00111776,0.00111776,0.00111776
332,1531.49,0.27624,0.25545,0.33069,0.85674,0.92454,0.90613,0.9754,0.94783,0.92454,0.90613,0.9754,0.95525,0.26806,0.22494,1.3293,0.84059,0.00111682,0.00111682,0.00111682
333,1536.09,0.29098,0.28317,0.31577,0.84388,0.92895,0.91796,0.98115,0.94882,0.92895,0.91796,0.98115,0.96521,0.27903,0.24207,1.06392,0.85825,0.00111588,0.00111588,0.00111588
334,1540.7,0.27004,0.26087,0.31262,0.83339,0.90153,0.95,0.97955,0.96246,0.90153,0.95,0.97955,0.96715,0.25379,0.2378,0.8712,0.8287,0.00111493,0.00111493,0.00111493
335,1545.3,0.28603,0.26742,0.33479,0.86205,0.93113,0.91689,0.96916,0.95476,0.93113,0.91689,0.96916,0.94798,0.26781,0.2528,0.99353,0.8263,0.00111399,0.00111399,0.00111399
336,1549.91,0.27374,0.26537,0.32116,0.85365,0.90818,0.90261,0.9655,0.9423,0.90818,0.90261,0.9655,0.9518,0.22416,0.23047,1.36558,0.81451,0.00111305,0.00111305,0.00111305
337,1554.5,0.27019,0.2918,0.32812,0.82738,0.93961,0.93959,0.95828,0.93216,0.93961,0.93959,0.95828,0.94161,0.25023,0.23857,0.89439,0.82521,0.0011121,0.0011121,0.0011121
338,1559.11,0.26949,0.27394,0.30686,0.84089,0.92166,0.93645,0.95732,0.94158,0.92166,0.93645,0.95732,0.93909,0.24007,0.25223,1.13019,0.81782,0.00111116,0.00111116,0.00111116
339,1563.7,0.27857,0.28213,0.31235,0.8383,0.91841,0.96667,0.9583,0.94324,0.91841,0.96667,0.9583,0.93569,0.23845,0.235,1.15289,0.81396,0.00111022,0.00111022,0.00111022
340,1568.29,0.27366,0.27087,0.31232,0.83723,0.9159,0.90888,0.95401,0.93664,0.9159,0.90888,0.95401,0.93101,0.24628,0.24349,1.21354,0.82616,0.00110928,0.00110928,0.00110928
341,1572.9,0.26614,0.27718,0.30817,0.84677,0.88128,0.98333,0.95319,0.94589,0.88128,0.98333,0.95319,0.93294,0.20993,0.23108,1.06591,0.81303,0.00110833,0.00110833,0.00110833
342,1577.5,0.27609,0.26072,0.31559,0.84117,0.86009,0.99601,0.96101,0.95103,0.86009,0.99601,0.96101,0.93988,0.24441,0.23138,0.92447,0.82432,0.00110739,0.00110739,0.00110739
343,1582.1,0.27173,0.2785,0.34047,0.85695,0.91933,0.96558,0.96962,0.95189,0.91933,0.96558,0.96962,0.95468,0.24329,0.21822,0.69891,0.82535,0.00110645,0.00110645,0.00110645
344,1586.69,0.27213,0.28534,0.29583,0.83227,0.91722,0.87477,0.97794,0.95409,0.91722,0.87477,0.97794,0.95401,0.25462,0.21349,1.14647,0.83044,0.0011055,0.0011055,0.0011055
345,1591.3,0.27711,0.27428,0.31748,0.86286,0.92699,0.92815,0.98952,0.97588,0.92699,0.92815,0.98952,0.96514,0.23332,0.23145,0.99706,0.81973,0.00110456,0.00110456,0.00110456
346,1595.89,0.2847,0.28729,0.308,0.85125,0.95046,0.9186,0.99183,0.98043,0.95046,0.9186,0.99183,0.96988,0.22201,0.21384,0.69887,0.82009,0.00110362,0.00110362,0.00110362
347,1600.61,0.28807,0.25429,0.31008,0.86558,0.95034,0.92272,0.99262,0.98297,0.95034,0.92272,0.99262,0.97616,0.23365,0.22159,0.84884,0.82232,0.00110267,0.00110267,0.00110267
348,1605.35,0.29065,0.26559,0.32491,0.84526,0.89541,0.8887,0.96914,0.96124,0.89541,0.8887,0.96914,0.95179,0.19467,0.21574,1.47815,0.81373,0.00110173,0.00110173,0.00110173
349,1609.94,0.27676,0.27557,0.3216,0.83951,0.90507,0.95,0.98158,0.97028,0.90507,0.95,0.98158,0.96128,0.22953,0.23712,1.01597,0.81693,0.00110079,0.00110079,0.00110079
350,1614.53,0.26316,0.25404,0.32917,0.83393,0.85151,0.95266,0.98255,0.97116,0.85151,0.95266,0.98255,0.96145,0.23294,0.23933,0.9521,0.81689,0.00109984,0.00109984,0.00109984
351,1619.13,0.2648,0.29682,0.29036,0.84078,0.92122,0.92255,0.94924,0.9441,0.92122,0.92255,0.94924,0.92959,0.21334,0.2321,1.05813,0.812,0.0010989,0.0010989,0.0010989
352,1623.74,0.25617,0.25727,0.31374,0.84328,0.92794,0.9494,0.963,0.95141,0.92794,0.9494,0.963,0.93907,0.24356,0.25339,0.90957,0.81795,0.00109796,0.00109796,0.00109796
353,1628.36,0.28519,0.28142,0.29563,0.86619,0.89847,0.9202,0.9613,0.95505,0.89847,0.9202,0.9613,0.94432,0.22815,0.24369,0.91726,0.81539,0.00109701,0.00109701,0.00109701
354,1632.97,0.28012,0.26028,0.29154,0.83009,0.89004,0.93926,0.9517,0.9476,0.89004,0.93926,0.9517,0.9336,0.23005,0.21284,0.90058,0.81581,0.00109607,0.00109607,0.00109607
355,1637.56,0.28063,0.28239,0.3071,0.85845,0.84584,0.98925,0.97833,0.9719,0.84584,0.98925,0.97833,0.95566,0.20099,0.21511,0.76849,0.81195,0.00109513,0.00109513,0.00109513
356,1642.15,0.26653,0.25934,0.27089,0.85043,0.90133,0.96928,0.98309,0.9742,0.90133,0.96928,0.98309,0.96514,0.22702,0.20011,0.64994,0.81645,0.00109419,0.00109419,0.00109419
357,1646.76,0.27283,0.26972,0.28653,0.85815,0.89765,0.94479,0.97217,0.96406,0.89765,0.94479,0.97217,0.95672,0.22476,0.22191,0.77899,0.81824,0.00109324,0.00109324,0.00109324
358,1651.35,0.26949,0.27164,0.27965,0.83919,0.91354,0.92082,0.9611,0.95619,0.91354,0.92082,0.9611,0.93965,0.22324,0.23259,0.83799,0.81872,0.0010923,0.0010923,0.0010923
359,1655.95,0.27408,0.2493,0.3012,0.84244,0.9025,0.95,0.95915,0.94841,0.9025,0.95,0.95915,0.93928,0.23044,0.21717,0.91164,0.82715,0.00109136,0.00109136,0.00109136
360,1660.53,0.26965,0.26876,0.30566,0.84693,0.9033,0.94148,0.94484,0.93655,0.9033,0.94148,0.94484,0.92532,0.21752,0.20719,0.95178,0.81904,0.00109041,0.00109041,0.00109041
361,1665.11,0.26225,0.2544,0.32003,0.85108,0.83856,0.93741,0.94759,0.93703,0.83856,0.93741,0.94759,0.92997,0.22162,0.22114,1.47016,0.81706,0.00108947,0.00108947,0.00108947
362,1669.7,0.24926,0.25267,0.31002,0.83287,0.86518,0.95,0.96154,0.95547,0.86518,0.95,0.96154,0.93905,0.23009,0.22695,1.5444,0.81873,0.00108853,0.00108853,0.00108853
363,1674.29,0.26366,0.27829,0.30777,0.83378,0.91042,0.9,0.98107,0.97092,0.91042,0.9,0.98107,0.95793,0.23214,0.23001,1.0821,0.82164,0.00108758,0.00108758,0.00108758
364,1678.87,0.26008,0.27283,0.29113,0.84234,0.91279,0.9,0.98431,0.97326,0.91279,0.9,0.98431,0.96599,0.24059,0.21461,0.8819,0.82639,0.00108664,0.00108664,0.00108664
365,1683.46,0.26362,0.23684,0.29499,0.85324,0.87759,1,0.96543,0.94865,0.87759,1,0.96543,0.95303,0.23264,0.21314,0.81607,0.82231,0.0010857,0.0010857,0.0010857
366,1688.05,0.27546,0.29569,0.32099,0.84251,0.93322,0.93333,0.97409,0.95127,0.93322,0.93333,0.97409,0.94853,0.28609,0.22693,0.68407,0.84459,0.00108475,0.00108475,0.00108475
367,1692.63,0.28085,0.26354,0.29787,0.84235,0.90007,0.93728,0.95088,0.9241,0.90007,0.93728,0.95088,0.93109,0.28758,0.21355,0.96883,0.8549,0.00108381,0.00108381,0.00108381
368,1697.22,0.27192,0.25307,0.2995,0.8423,0.88186,0.93144,0.95917,0.93859,0.88186,0.93144,0.95917,0.92497,0.25136,0.23952,1.068,0.82504,0.00108287,0.00108287,0.00108287
369,1701.8,0.27242,0.25841,0.27912,0.8374,0.83441,0.96935,0.95688,0.94181,0.83441,0.96935,0.95688,0.93379,0.21089,0.22611,1.2297,0.81611,0.00108192,0.00108192,0.00108192
370,1706.39,0.26448,0.25514,0.30653,0.86821,0.92647,0.98559,0.97761,0.96414,0.92647,0.98559,0.97761,0.9623,0.21728,0.21862,0.84386,0.82079,0.00108098,0.00108098,0.00108098
371,1710.98,0.27058,0.27021,0.31358,0.84575,0.87921,0.96667,0.97968,0.97177,0.87921,0.96667,0.97968,0.96875,0.19455,0.20786,0.74517,0.81312,0.00108004,0.00108004,0.00108004
372,1715.58,0.26157,0.25408,0.2876,0.84562,0.8892,0.93882,0.96945,0.96419,0.8892,0.93882,0.96945,0.95232,0.21225,0.20691,1.23754,0.81255,0.0010791,0.0010791,0.0010791
373,1720.17,0.27286,0.26143,0.29587,0.85454,0.91119,0.9506,0.95803,0.94818,0.91119,0.9506,0.95803,0.9365,0.2132,0.21655,0.90498,0.81098,0.00107815,0.00107815,0.00107815
374,1724.75,0.27577,0.29775,0.30969,0.85248,0.9025,0.93036,0.96605,0.95894,0.9025,0.93036,0.96605,0.94403,0.23524,0.22526,1.28881,0.8277,0.00107721,0.00107721,0.00107721
375,1729.34,0.27799,0.26123,0.31336,0.8604,0.92183,0.90937,0.97226,0.9553,0.92183,0.90937,0.97226,0.95447,0.25263,0.22178,1.03175,0.83467,0.00107627,0.00107627,0.00107627
376,1733.92,0.28224,0.27324,0.32081,0.85858,0.9257,0.91888,0.98548,0.97722,0.9257,0.91888,0.98548,0.9663,0.2135,0.20631,0.88175,0.81543,0.00107532,0.00107532,0.00107532
377,1738.51,0.26373,0.27656,0.31215,0.83396,0.83974,1,0.95384,0.94144,0.83974,1,0.95384,0.93438,0.21485,0.21683,0.99434,0.81415,0.00107438,0.00107438,0.00107438
378,1743.1,0.28139,0.28039,0.31577,0.85454,0.84128,0.97004,0.94289,0.92898,0.84128,0.97004,0.94289,0.93191,0.21794,0.21717,1.12248,0.81848,0.00107344,0.00107344,0.00107344
379,1747.7,0.25251,0.2478,0.29013,0.83997,0.91756,0.89995,0.95849,0.94777,0.91756,0.89995,0.95849,0.94548,0.21359,0.21721,1.31443,0.81749,0.00107249,0.00107249,0.00107249
380,1752.28,0.25814,0.2676,0.27334,0.8514,0.9147,0.87781,0.96083,0.95367,0.9147,0.87781,0.96083,0.94518,0.21321,0.22643,1.38851,0.81558,0.00107155,0.00107155,0.00107155
381,1756.87,0.26545,0.31158,0.28767,0.85082,0.91891,0.97186,0.97865,0.96979,0.91891,0.97186,0.97865,0.9586,0.21671,0.22351,0.71275,0.81369,0.00107061,0.00107061,0.00107061
382,1761.47,0.27478,0.27766,0.29569,0.84698,0.92023,0.95148,0.97469,0.96604,0.92023,0.95148,0.97469,0.95164,0.21502,0.21805,0.78754,0.81293,0.00106966,0.00106966,0.00106966
383,1766.06,0.24822,0.26106,0.26916,0.82756,0.89986,0.93837,0.97038,0.96253,0.89986,0.93837,0.97038,0.94963,0.22044,0.22467,0.89562,0.81539,0.00106872,0.00106872,0.00106872
384,1770.64,0.2681,0.26541,0.2745,0.84359,0.91592,0.93439,0.96945,0.95211,0.91592,0.93439,0.96945,0.94453,0.22923,0.23444,0.81497,0.81605,0.00106778,0.00106778,0.00106778
385,1775.23,0.25819,0.26441,0.2976,0.83161,0.87958,0.91182,0.98313,0.97189,0.87958,0.91182,0.98313,0.95883,0.22753,0.19704,0.88838,0.8167,0.00106683,0.00106683,0.00106683
386,1779.83,0.25071,0.2654,0.28551,0.8314,0.86767,0.90363,0.97754,0.96839,0.86767,0.90363,0.97754,0.96653,0.21796,0.20318,0.96714,0.81345,0.00106589,0.00106589,0.00106589
387,1784.41,0.25971,0.25684,0.2859,0.83569,0.96373,0.93333,0.97479,0.95285,0.96373,0.93333,0.97479,0.95097,0.24417,0.25335,0.84287,0.81896,0.00106495,0.00106495,0.00106495
388,1789.01,0.25531,0.26325,0.29256,0.82739,0.89547,0.90168,0.97741,0.95836,0.89547,0.90168,0.97741,0.96045,0.22773,0.23125,1.24983,0.81519,0.001064,0.001064,0.001064
389,1793.6,0.27047,0.26683,0.29557,0.83229,0.94496,0.90121,0.9777,0.95345,0.94496,0.90121,0.9777,0.95398,0.26814,0.2206,1.0517,0.82928,0.00106306,0.00106306,0.00106306
390,1798.19,0.28348,0.29788,0.29418,0.86553,0.92542,0.92359,0.96768,0.96005,0.92542,0.92359,0.96768,0.95381,0.21424,0.21816,0.87607,0.81265,0.00106212,0.00106212,0.00106212
391,1802.78,0.25866,0.24434,0.26881,0.84644,0.92783,0.93899,0.96182,0.95168,0.92783,0.93899,0.96182,0.9385,0.23406,0.21185,0.89231,0.8151,0.00106118,0.00106118,0.00106118
392,1807.37,0.2379,0.27268,0.27179,0.82507,0.90362,0.96188,0.96163,0.94818,0.90362,0.96188,0.96163,0.94904,0.23029,0.22395,0.98604,0.82054,0.00106023,0.00106023,0.00106023
393,1811.96,0.25218,0.2534,0.26639,0.84528,0.92279,0.93442,0.96524,0.9479,0.92279,0.93442,0.96524,0.93944,0.2151,0.22824,0.9909,0.81818,0.00105929,0.00105929,0.00105929
